#file_name	CUBHE	ConsistencyHE	CPB	Ori	OGT	doublingT	AACB_HE	AACB_consistency
Bartonella_henselae_Houston-1	0.623529196992874	0.563676112871598	-0.383643436648203	1930403.0	37.0	3.0	0.0206656850032476	0.0095243574409661
Bartonella_quintana_Toulouse	0.634755115529556	0.570091434074099	-0.37379637230942	1580795.0	37.0	3.0	0.0278494033116327	0.0106321095120301
Bdellovibrio_bacteriovorus	0.956733627233376	0.517175940476317	-0.326889763470818	1417.0	30.0	1.4	0.021839426565944	0.007815239609326
Bifidobacterium_longum_NCC2705_	0.713575162552597	0.472010653612616	-0.27577523329753	1625766.0	37.0	1.51	0.0260618944307068	0.0112740303864614
Bordetella_bronchiseptica_RB50	0.759230796788612	0.508337178927317	-0.141454885899611	5337389.0	37.0	1.42	0.0242472335720192	0.0088222447456097
Bordetella_pertussis_12822	0.742488760793059	0.50270179574392	-0.263606646721505	4084466.0	37.0	3.8	0.0225891468271263	0.009322103971367
Borrelia_burgdorferi	0.559591850983389	0.496221380204759	-0.508026505820031	458037.0	30.0	4.0	0.0193411180087073	0.0101560016232584
Borrelia_garinii_PBi	0.554485628955557	0.505586146013494	-0.497546547004744	460244.0	37.0	4.0	0.0249698747997581	0.0098436500126631
Bradyrhizobium_japonicum_USDA110	0.598625098108695	0.496624228034274	-0.28171673464134	680553.0	26.0	20.0	0.0251706150991488	0.0088160898494024
Brucella_abortus_biovar1_9-941	0.694808918153701	0.499164526395154	-0.381953960554882	2010519.0	37.0	2.0	0.0280623999146722	0.0080327879161884
Brucella_melitensis_16M	0.708134977441848	0.499770027043038	-0.38100886754416	2116944.0	37.0	2.0	0.0245305995229571	0.007671435781394
Brucella_suis_1330_	0.690541708796492	0.500074892976154	-0.375613971277063	1993857.0	37.0	2.0	0.0267574987853416	0.0079976722207441
Buchnera_aphidicola_Baizongia_pistaciae	0.523347502895961	0.507958227861555	-0.458090570182026	1.0	22.0	36.0	0.0219599297574348	0.006981665236971
Buchnera_aphidicola_Sg	0.517565806824583	0.478929290879666	-0.44908300798356	641022.0	22.0	36.0	0.0175801075682561	0.0100948346394393
Burkholderia_mallei_ATCC23344	0.668590979062351	0.479094799394256	-0.29896303247652	3006500.0	37.0	0.75	0.051079845992362	0.0136044785926748
Burkholderia_pseudomallei_K96243	0.661693020416036	0.478810803807256	-0.23069027033668	2376.0	37.0	1.0	0.0531776275701217	0.0135786404139242
Caldivirga_maquilingensis	0.564085406833887	0.538060457097803	-0.510352118535247		83.0	8.0	0.0280938301103018	0.0150004214094985
Campylobacter_jejuni	0.578542873928218	0.497480578703259	-0.538619003490508	1324.0	37.0	1.5	0.0348074691002813	0.0118294963735064
Candidatus_Blochmannia_floridanus	0.549811698898779	0.47440845607372	-0.415958293163888	704749.0	30.0	36.0	0.0278175040500861	0.0097140014049626
Candidatus_Pelagibacter_ubique	0.526790516878121	0.488890535305885	-0.392293991047881	335453.0		30.0	0.0219092084372923	0.0133349978437897
Carboxydothermus_hydrogenoformans	0.577827451582225	0.541485298354474	-0.510304481982204	2399734.0	68.0	2.0	0.0214256400802819	0.0068011967387323
Caulobacter_crescentus	0.652161826692315	0.444884588453248	-0.255913149025516	4016703.0	30.0	1.5	0.0211061075834679	0.0102940429537965
Chlamydia_pneumonia_A	0.599954967010428	0.538376336764076	-0.437439979948305	1.0	37.0	24.0	0.0227861414645111	0.0134988200821787
Chlamydia_trachomatis	0.578562028851332	0.530501716890764	-0.427096001405211	719974.0	37.0	24.0	0.024583873251604	0.0122156116388987
Chlamydia_trachomatis_M	0.564136347583299	0.528199123335529	-0.423865752573363	1072919.0	37.0	24.0	0.0240545862446857	0.0123410162380735
Chlamydophila_abortus_S26_3	0.569278385425376	0.54285639092834	-0.417918743322216	1144232.0	37.0	24.0	0.0203129198640186	0.0105675522094354
Chlamydophila_caviae_GPIC	0.581288132845546	0.551832341288814	-0.436356513428906	1173153.0	37.0	24.0	0.0160829075667244	0.0129683372441301
Chlorobium_tepidum_TLS	0.640146597191998	0.550134707911738	-0.357621992983178	1127.0	30.0	2.0	0.0286021495654172	0.008605360997907
Chloroflexus_aurantiacus	0.579764455665855	0.547813802309302	-0.452972763036336	5258006.0	49.0	6.0	0.0238669316710901	0.0105844210286769
Chromobacterium_violaceum_ATCC12472	0.930265575520382	0.493489949857071	-0.109372457617051	236386.0	26.0	0.8	0.0396028280484461	0.0112448149824197
Clostridium_acetobutylicum_ATCC824	0.539216766558358	0.473333058534723	-0.3917564482174	1808.0	37.0	0.58	0.0408012698539624	0.0074353375563436
Clostridium_perfringens_13	0.675380860546893	0.469783248051724	-0.417135666509437	1784.0	37.0	0.2	0.0417048588780138	0.0094546126674178
Clostridium_tetani_E88	0.535708372582659	0.45224158807483	-0.40601211165932	50965.0	37.0	0.5	0.0524877942850778	0.0097136692717816
Colwellia_psychrerythraea	0.721966692422	0.503667438659908	-0.39778216473785	5367414.0	10.0	7.14	0.0357211994520519	0.0081358643967043
Corynebacterium_glutamicum	0.851647626801074	0.50334431822128	-0.357829209971193	1576.0	30.0	1.2	0.01740039913455	0.0093308982900993
Coxiella_burnetii_RSA_493	0.55256674015625	0.530118080617984	-0.409023932794556	1835517.0	37.0	8.0	0.0318606737406591	0.0085030280010599
Dehalococcoides_ethenogenes_195	0.596644643540914	0.545427152543155	-0.492965324170883	1599.0	35.0	19.0	0.0221107079697478	0.0125732150823198
Deinococcus_radiodurans_chromosome1	0.662400907477615	0.459934914950886	-0.313231556110459	1183.0	30.0	1.5	0.0135553950534087	0.0057601224111678
Delftia_acidovorans	0.769547761541059	0.500747444654775	-0.148164517464116	26889.0	30.0	4.62	0.0209938409714879	0.0093108169478794
Desulfotalea_psychrophila_LSv54	0.766383209043617	0.600758533404489	-0.396107821006198	709557.0	7.0	27.0	0.0314988755340108	0.0099812266772679
Desulfotomaculum_reducens	0.65751475726879	0.54690790157018	-0.391706548445108	1691.0	37.0	20.0	0.026180562362864	0.0053587211017601
Desulfovibrio_vulgaris_vulgaris_Hildenborough	0.638186252145032	0.513460081679614	-0.39042818849024	3570715.0	32.0	14.0	0.0253047626834199	0.0060649022471663
Dinoroseobacter_shibae	0.573205207970199	0.492018785475822	-0.256032092908848	3633375.0	33.0	4.08	0.0214482652902784	0.0055292638379039
Ehrlichia_canis	0.576170018605325	0.505192185038586	-0.447464157332732	11395.0	37.0	28.0	0.0084387776045521	0.0143732862331618
Ehrlichia_chaffeensis	0.5724941421452	0.507020477096233	-0.438093782982931	26939.0	37.0	19.0	0.0152401218556497	0.013390909754604
Enterobacter_sakazakii	0.958566003333498	0.56926888362129	-0.321592465777483	3960616.0	37.0	0.23	0.0213992345949301	0.0078995831226231
Enterococcus_faecalis_V583	0.821960362816182	0.524277272436169	-0.372065227466791	1403.0	37.0	0.5	0.0204967106417525	0.010343773599839
Erwinia_carotovora_atroseptica_SCRI1043	0.790052450988698	0.554106649067746	-0.348552332723627	5063660.0	28.0	0.2	0.0229961272618988	0.0081209427451783
Escherichia_coli_MG1655	0.823037471232105	0.528198075079039	-0.351965518636045	3923657.0	37.0	0.35	0.0306841072365955	0.0065892544798612
Francisella_tularensis	0.572941068573649	0.491151259955255	-0.457752155322637	1892387.0	37.0	3.0	0.036484865969516	0.0125359407726215
Fusobacterium_nucleatum	0.472191474280095	0.397023431195927	-0.426566281452056	641869.0	37.0	0.72	0.0337736531542739	0.0052492401005422
Geobacter_sulfurreducens_PCA	0.647963939717563	0.579477667081569	-0.344050113129335	1368.0	30.0	6.0	0.0198999373922686	0.0104267895399718
Gloeobacter_violaceus	0.578210513241163	0.516545636326184	-0.412018430677798	3438638.0		72.0	0.007440332695251	0.0067820124429499
Gluconobacter_oxydans_621H	0.689762691430778	0.494099959927076	-0.354379055537513	1139728.0	28.0	0.94	0.0232705399281613	0.0069013410125674
Gramella_forsetii	0.66482058598119	0.528821520526175	-0.426773932783972	3458688.0		4.17	0.0235809031036236	0.0052780182796631
Haemophilus_ducreyi_35000HP	0.640123836761297	0.494665700347839	-0.415583364689662	1698708.0	36.0	1.8	0.025993194797118	0.008704940612378
Haemophilus_influenzae	0.732590778348608	0.511092304777519	-0.447677680487156	603005.0	36.0	0.5	0.0303587729297988	0.0105480740066001
Haloarcula_marismortui	0.597887485514707	0.526070947441144	-0.409203172529623		50.0	12.0	0.0383251096819305	0.0136582823645699
Halobacterium_sp_Strain_NRC-1	0.5180942990009	0.482918738606151	-0.341676995759741		37.0	9.0	0.0471187342325085	0.0129524921476991
Haloquadratum_walsbyi	0.549786196332471	0.519295238052506	-0.442241085227049		37.0	24.0	0.0305656278104192	0.009777141062056
Helicobacter_hepaticus_ATCC51449	0.575977686841432	0.552084780230916	-0.588107157298003	1081990.0	37.0	4.2	0.0318964268918027	0.0160859848408181
Helicobacter_pylori	0.570178420240334	0.529753700374133	-0.592014761506373	1608998.0	37.0	2.4	0.0398544494376855	0.0141430434040607
Herpetosiphon_aurantiacus	0.681100933579187	0.533916731500947	-0.448196724362249	6345664.0	30.0	20.0	0.0195733428062266	0.0143082627280929
Hyperthermus_butylicus	0.58995747501682	0.569011809255539	-0.474772898450052		99.0	2.0	0.0149357176031902	0.0171863479926784
Ignicoccus_hospitalis	0.559224601242253	0.525749311968218	-0.411176282209265		90.0	0.83	0.0047084291535856	0.0140241982827614
Lactobacillus_acidophilus_NCFM	0.78431041891845	0.495903924221787	-0.362230974694284	1993119.0	45.0	1.8	0.0352287466835046	0.0111171353116458
Lactobacillus_johnsonii_NCC533	0.760928851833412	0.488339886083103	-0.368241888631282	1992003.0	30.0	0.9	0.0147422136915366	0.0086869703088459
Lactobacillus_plantarum_WCFS1	0.82863206928562	0.523837398545561	-0.363422996111842	1369.0	30.0	1.6	0.0342604271227308	0.0064175470785691
Lactococcus_lactis_IL1403	0.915822124371642	0.528029542485985	-0.419624966927945	1726.0	40.0	0.7	0.0323191471132894	0.0130624604411905
Legionella_pneumophila_pneumophila_Philadelphia_1	0.589172362989426	0.544749060871426	-0.395879233020863	3397647.0	37.0	3.3	0.0267302022067152	0.0099077382613921
Leifsonia_xyli_xyli_CTCB07	0.600861001706077	0.453517339469176	-0.393980827416719	1647.0	23.0	5.0	0.021804911573909	0.0086806737005264
Leptospira_interrogans_serovar_lai_56601_chr1	0.578184696882371	0.522682798195375	-0.522660748018196	1566.0	29.0	9.0	0.0224641454297453	0.0074644725309555
Listeria_innocua_Clip11262_	0.708993832455335	0.501166637037501	-0.38713069186841	1675.0	22.0	0.6	0.0257104185150537	0.006719112750827
Listeria_monocytogenes_strain_EGD_	0.708164698881537	0.503518788797205	-0.390941544459478	1674.0	23.0	1.0	0.0250342601047748	0.0066721461864753
Mannheimia_succiniciproducens_MBEL55E	0.829631823504456	0.528784892793633	-0.466208826093553	2281135.0	37.0	0.6	0.025414413095795	0.0090015020053371
Mesorhizobium_loti	0.619659665328389	0.469875952472397	-0.362650088155543	4478943.0	26.0	2.4	0.0251634564017884	0.0095317461483924
Methanobacterium_thermoautotrophicum	0.575422437502915	0.524454547138716	-0.460000268841181		65.0	1.0	0.0190554070713347	0.0147250775277424
Methanococcoides_burtonii	0.644550549825371	0.533804167884242	-0.380594591896346		32.0	20.0	0.0226152759180008	0.0085739482458449
Methanococcus_jannaschii	0.584517021464658	0.46279170184392	-0.535553824155683		83.0	0.5	0.0287811138985133	0.0127972106539454
Methanopyrus_kandleri	0.591320108823572	0.551525571061396	-0.390753323966715		98.0	0.83	0.0057697535372335	0.0167415995823342
Methanosarcina_barkeri	0.585281252138959	0.538348759291785	-0.404520130783813		37.0	12.0	0.0220096003903098	0.0112888941198461
Methylobacillus_flagellatus	0.741902644107418	0.554071444535337	-0.3355785722709	1459.0	36.0	2.0	0.0200437358127458	0.0092551745558473
Methylobacterium_extorquens	0.57388710077754	0.444850243545036	-0.267351963002443	5470388.0	28.0	4.2	0.0280038317732082	0.0054915459052116
Methylococcus_capsulatus	0.585160316208814	0.554587691941257	-0.358981477687813	3302726.0	37.0	1.87	0.0341849662540187	0.0078535492798453
Moorella_thermoacetica	0.558799490112809	0.543596406976394	-0.429321141557912	228.0	58.0	5.0	0.0230425630743126	0.0077440911320549
Mycobacterium_avium_paratuberculosis_k10	0.533120781514829	0.478570963538804	-0.216398338538116	1531.0	37.0	10.0	0.0177465001706328	0.0084564497046621
Mycobacterium_bovis_bovis_AF2122_97	0.543948207129659	0.516833993062479	-0.328521844134044	1525.0	37.0	23.0	0.0254282003402374	0.0095270193135945
Mycobacterium_leprae	0.597127621771906	0.563045760629294	-0.334669281965401	1567.0	37.0	240.0	0.0249181655860531	0.0110033018299312
Mycobacterium_tuberculosis	0.549163872131701	0.51475487562546	-0.33151664811239	1525.0	37.0	19.0	0.0244183535170066	0.0098687931063497
Mycoplasma_capricolum	0.515172215549539	0.424983187820447	-0.465648164829582	1009729.0	37.0	2.5	0.0417437471832114	0.0106934656343388
Mycoplasma_gallisepticum_R	0.566282794665773	0.491706837565119	-0.571898866843748	2682.0	37.0	1.0	0.0245983360799348	0.0111077475365968
Mycoplasma_genitalium	0.565003542829136	0.52704557972749	-0.592650893613893	578582.0	37.0	12.0	0.0116128913307438	0.0169895062956481
Mycoplasma_hyopneumoniae_232	0.563829784264625	0.535188603931267	-0.602381057267611	513000.0	37.0	2.0	0.0214478515424036	0.0125770116614045
Mycoplasma_mobile_163K	0.498606769520586	0.438925575418307	-0.520881588836313	1.0	20.0	10.0	0.0271489937363687	0.0117896497633257
Mycoplasma_mycoides_mycoides_SC	0.5073086451389	0.415679275416302	-0.533542132778487	1211535.0	45.0	2.2	0.0366717144907275	0.0100094841559134
Mycoplasma_pneumoniae	0.597922174017972	0.556175683096145	-0.550582711638818	816339.0	37.0	6.0	0.0004440834150652	0.014941643180348
Mycoplasma_pulmonis_UAB_CTIP	0.526081570824825	0.467118668500151	-0.550866974305436	1.0	37.0	1.5	0.0141020622588367	0.0111234563176313
Myxococcus_xanthus	0.575354158307343	0.470267055793338	-0.319604065235262	9139603.0	30.0	5.0	0.014005471484378	0.0054302246826839
Nanoarchaeum_equitans	0.512167587737754	0.488934226594578	-0.553425800744233		90.0	0.75	0.0215555177961027	0.0167420947926279
Neisseria_gonorrhoeae_FA1090	0.955339601328718	0.632164305663239	-0.41371855750314	1917745.0	36.0	0.58	0.0424663437201718	0.0085042200106788
Neisseria_meningitidis_A	0.92908791798273	0.630971659263331	-0.418511838906769	219873.0	37.0	0.72	0.0371138585004569	0.0083141138025512
Nitrobacter_winogradskyi	0.572403529826313	0.518969337132175	-0.344378943556403	114297.0	28.0	8.0	0.0271405060086949	0.0077110652660359
Nitrosomonas_europaea_ATCC19718	0.774275929591876	0.618024653543472	-0.389774918894428	1591.0	27.0	18.5	0.012929277057178	0.0100888601536116
Nocardia_farcinica	0.5512129944991	0.430776969276217	-0.32898179278769	1990.0	37.0	3.0	0.02253262756587	0.0111748542218648
Nostoc_sp._PCC_7120_	0.600952859115015	0.558431266040691	-0.497973097906502	2404398.0		12.0	0.0160635213224277	0.0093220584864502
Oenococcus_oeni	0.628553300999822	0.526393567733547	-0.453569194905845	1780070.0	24.0	10.5	0.023011794897166	0.0126420643829088
Parachlamydia_sp_UWE25	0.582059093025991	0.521326980964386	-0.422750644274686	1.0		48.0	0.0153788582066278	0.0079022696202579
Paracoccus_denitrificans	0.58606384994439	0.454030102874504	-0.230716235544663	2851745.0	30.0	2.1	0.0349185422672724	0.006393842697177
Pasteurella_multocida_PM70	0.711771401619107	0.513044144257336	-0.427871826107064	1677118.0	37.0	1.0	0.0244020171976602	0.0086941732783805
Petrotoga_mobilis	0.533537657025055	0.520016095820669	-0.426638825743359	1423266.0	55.0	12.0	0.0221000209565373	0.0133738057923403
Photobacterium_profundum_SS9	0.821868946441713	0.536294849878036	-0.36004592807745	4085022.0	10.0	2.5	0.0162465024935638	0.007184241838931
Photorhabdus_luminescens_laumondii_TTO1	0.761813488807122	0.533680063166152	-0.373397746911147	44490.0	28.0	0.5	0.0233210836514305	0.0079826293897655
Picrophilus_torridus_DSM_9790	0.572351864846206	0.532146489670354	-0.535984465271484		60.0	6.0	0.0508594847070985	0.0187135380309541
Pirellula_sp	0.614404509203684	0.531891215800997	-0.373189867945187	5455000.0	28.0	10.0	0.0241148846048484	0.0089522052754494
Porphyromonas_gingivalis_W83	0.655193650476295	0.560510009420158	-0.385809043570165	2342805.0	37.0	2.7	0.0185690501334973	0.0102198599256549
Prochlorococcus_marinus_marinus_CCMP1375	0.600184181529955	0.560216494198108	-0.4527006901091	1750905.0		17.0	0.0119844550305151	0.0100612013155984
Propionibacterium_acnes_KPA171202	0.681200502476549	0.50231092565264	-0.335137107993842	1748.0	31.0	5.1	0.0209524756042784	0.0073098508143481
Pseudoalteromonas_haloplanktis	0.76699584377574	0.520391361268509	-0.413678613522026	3208603.0	26.0	0.5	0.0218550744009224	0.005150187683466
Pseudomonas_aeruginosa_PA01	0.807948895972884	0.489193783006174	-0.267543543712872	6264361.0	37.0	0.5	0.0322376331366421	0.0070986528500981
Pseudomonas_putida_KT2440	0.799077953697218	0.496839894380252	-0.258958781806193	8947.0	27.0	1.1	0.0292355000173488	0.0083093624790417
Pseudomonas_syringae_tomato_DC3000	0.757259911165195	0.530193643497252	-0.306182433503041	6396882.0	27.0	1.47	0.0280126007967255	0.0072367981249278
Psychromonas_ingrahamii	0.796192899779553	0.531499013420169	-0.382242835753533	4558259.0	12.0	12.0	0.0313356481114192	0.0070147201228406
Pyrobaculum_aerophilum	0.551361847499089	0.547823577842863	-0.496275116799041		100.0	3.0	0.0189577321108347	0.009781181346039
Pyrobaculum_arsenaticum	0.597300456556175	0.588896407233549	-0.431788853495429		95.0	1.3	0.0146286956509748	0.0138130655278207
Pyrococcus_abyssi	0.598521229041871	0.529243078457089	-0.438027674184149		96.0	0.62	-5.989913133773277e-05	0.0113155788083079
Pyrococcus_furiosus	0.603121252868482	0.526766533863908	-0.444626818321884		100.0	0.62	0.0073596507256699	0.0113149352018009
Pyrococcus_horikoshii	0.560856920361217	0.527051901974455	-0.43591045473327		98.0	0.62	0.0115519854648739	0.0120604724186052
Ralstonia_solanacearum_GMI1000	0.683931369419684	0.473942008030548	-0.166714841359046	3716277.0	30.0	4.0	0.0342324446465341	0.0128324474360716
Rhodobacter_sphaeroides	0.611752120029614	0.451902825575898	-0.279957941406991	3004887.0	32.0	3.0	0.0316687477925673	0.0059182294837019
Rhodococcus_sp_Strain_RHA1	0.639758986373928	0.478833502296841	-0.385010511982767	3871702.0	30.0	5.3	0.0135937536997816	0.0088271913827475
Rhodoferax_ferrireducens	0.670674591091084	0.54831249525484	-0.281570279945718	40520.0	25.0	8.0	0.0181036570601142	0.0116961823085291
Rhodopseudomonas_palustris	0.589435315235119	0.499703521224624	-0.27769205731664	322962.0	33.0	9.0	0.022679915188795	0.0073792627832604
Rhodospirillum_rubrum	0.625501067736087	0.499829650550995	-0.296696618994991	4154190.0	28.0	3.8	0.0301097827421523	0.0099200034993149
Rickettsia_conorii_Malish_7	0.551809534177474	0.512809926662055	-0.48627458473384	1268361.0	35.0	4.1	0.0080931710482315	0.0073814543049335
Rickettsia_prowazekii	0.543912170072656	0.508211730281881	-0.469938170345994	1111140.0	35.0	10.0	0.0138541337963472	0.0070283063862291
Rickettsia_typhi_wilmington	0.528028125450216	0.49651261722567	-0.474156168927518	1111114.0	35.0	10.0	0.0140164774793741	0.0087240949630707
Rubrobacter_xylanophilus	0.493550953421171	0.450681008762881	-0.308114846170336	1355.0	60.0	3.85	0.0184941021159	0.0069216341749374
Salinibacter_ruber	0.536453305657729	0.503630754548548	-0.281208752885336	12594.0	42.0	14.0	0.0498877803568348	0.0104799289316315
Salmonella_typhimurium_LT2_	0.904707374188143	0.516561511197983	-0.356842438685953	4083788.0	37.0	0.4	0.0330328199570331	0.0077438316866246
Shewanella_oneidensis_MR-1	0.844451575425514	0.558864843262721	-0.376512500567124	6419.0	30.0	0.66	0.0279199209612098	0.0070098724955357
Silicibacter_pomeroyi	0.675174998577517	0.47864913458549	-0.256110568279779	4105854.0		1.65	0.0194788760990293	0.0067687783785416
Sinorhizobium_meliloti_1021	0.690602084352216	0.476534961586943	-0.333055163885551	1.0	28.0	1.5	0.0194697309091175	0.0060517032168587
Sodalis_glossinidius	0.77780379802823	0.545938193576393	-0.304319416202703	4127547.0	25.0	26.0	0.0204965529709284	0.0066120314049169
Sorangium_cellulosum	0.51236221404189	0.473835801356724	-0.249432012229106	11354923.0	30.0	16.0	0.0199158374200846	0.0076368670141319
Sphingopyxis_alaskensis	0.585733862916491	0.457671231122208	-0.356226483459172	1535.0		2.39	0.0352974793738448	0.0114316820261215
Staphylococcus_aureus_strain_N315	0.743526377908439	0.468116964346104	-0.397693140913627	1879.0	34.0	0.4	0.0338984773082534	0.0047284285057494
Staphylococcus_epidermidis_ATCC_12228	0.689146867642382	0.465266916991158	-0.390695503765102	1718.0	34.0	0.8	0.0272076606384039	0.0060738681090862
Staphylothermus_marinus	0.540594650425243	0.532151887665716	-0.49583688692813		87.0	6.3	0.0207836640462826	0.012391752187799
Streptococcus_agalactiae_2603VR	0.855723221579983	0.487207849060004	-0.388797632019671	1464.0	37.0	1.8	0.0305944088804677	0.0099998016252207
Streptococcus_mutans_UA159	0.757976308526709	0.508344152568719	-0.422523101223715	1553.0	37.0	0.75	0.0325103711938847	0.0096170854741272
Streptococcus_pneumoniae_TIGR4	0.943723446514341	0.501445747775009	-0.441152415690571	1559.0	37.0	0.5	0.0169203963643205	0.009598750708541
Streptococcus_pyogenes_M1	0.913387727884702	0.507244249568496	-0.388277449353652	1588.0	37.0	0.4	0.0285431274117722	0.0096428709022231
Streptococcus_thermophilus_LMG18311	0.889586335422115	0.488241197642893	-0.395176972499053	1551.0	37.0	0.43	0.0278582627741613	0.0092423606622473
Streptomyces_coelicolor_A3(2)	0.622607945106172	0.431685311106891	-0.325483149832405	4269844.0	30.0	2.2	0.0364596329678692	0.0100266598235291
Sulfolobus_acidocaldarius	0.562036048953857	0.531317133116822	-0.445782304803941		70.0	5.67	0.0168356218992517	0.0144453955733369
Sulfolobus_solfataricus	0.547358577829023	0.525834642916816	-0.46290621738639		87.0	6.0	0.0302278840800955	0.0122359435203169
Sulfolobus_tokodaii	0.537755342925307	0.497294670054942	-0.471010534218895		80.0	6.0	0.024456699673089	0.0141335286677005
Symbiobacterium_thermophilum	0.544788621425964	0.483199530724674	-0.21194202228053	1378.0	60.0	4.2	0.0261956539986474	0.0084881064728319
Synechococcus_elongatus_PCC6301	0.629815050448212	0.532073253339752	-0.522595997714228	1620819.0	32.0	6.1	0.0105493617305588	0.0131082822594652
Synechococcus_sp_WH8102	0.644090159475741	0.513817611925311	-0.375396772157621	2434168.0	32.0	6.0	0.0095911786404841	0.0067597701152874
Synechocystis_PCC6803	0.627870172299185	0.541445120958143	-0.507546402981674	665000.0	35.0	12.0	0.0093333215277149	0.0083168685209251
Syntrophobacter_fumaroxidans	0.558470712753321	0.534893035919863	-0.365897463878565	3503182.0	37.0	97.86	0.0116662342050348	0.0119893837340834
Syntrophus_aciditrophicus	0.656491051894993	0.578052814649703	-0.388842146220564	1529.0	35.0	24.0	0.0208572040487363	0.0102753630872114
Thermoanaerobacter_tengcongensis	0.570479261548048	0.537924256433908	-0.419597140579601	1697.0	75.0	1.1	0.0159442995928946	0.0110821923628545
Thermoplasma_acidophilum	0.549743413716368	0.539237281039604	-0.371888223407046		59.0	2.5	0.0247059203545403	0.0126824704850135
Thermoplasma_volcanium	0.548311334429959	0.538251318101976	-0.38135348209258		60.0	2.5	0.0243923396621374	0.0152583064611271
Thermosynechococcus_elongatus_BP-1	0.581434238366519	0.53414828163399	-0.487488479750971	2338968.0	55.0	5.4	0.0025589116536537	0.0103074153508883
Thermotoga_maritima	0.543319406642692	0.52981000873176	-0.46265131321598	156961.0	80.0	1.2	0.0023130809370238	0.0091585615758831
Thermus_thermophilus_HB27	0.491148395472672	0.429275041467682	-0.413458426875919	1524341.0	75.0	2.5	0.016781957273607	0.0067447074723827
Thiomicrospira_crunogena	0.748416789458381	0.548405462127155	-0.369673520917051	2427456.0	30.0	1.0	0.0115975880240798	0.0074272567764657
